id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions/0/version,versions/0/created,versions/1/version,versions/1/created,update_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012135,,W. J. Maciel,"Helium contamination from the progenitor stars of planetary nebulae: The
  He/H radial gradient and the Delta Y/Delta Z enrichment ratio","16 pages, 3 postscript (EPS) figures, TEX, uses psfig.sty, to be
  published in Astrophysics and Space Science, also available at
  http://www.iagusp.usp.br/~maciel/",Astrophys.Space Sci. 277 (2001) 545-563,10.1023/A:1013827617446,,astro-ph,,"  In this work, two aspects of the chemical evolution of 4He in the Galaxy are
considered on the basis of a sample of disk planetary nebulae (PN). First, an
application of corrections owing to the contamination of 4He from the evolution
of the progenitor stars shows that the He/H abundance by number of atoms is
reduced by 0.012 to 0.015 in average, leading to an essentially flat He/H
radial distribution. Second, a determination of the helium to heavy element
enrichment ratio using the same corrections leads to values in the range 2.8 <
Delta Y/Delta Z < 3.6 for Yp = 0.23 and 2.0 < Delta Y/Delta Z < 2.8 for Yp =
0.24, in good agreement with recent independent determinations and theoretical
models.
",v1,"Wed, 6 Dec 2000 16:35:03 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012136,Madappa Prakash,"M. Prakash, J.M. Lattimer, J.A. Pons, A.W. Steiner, S. Reddy",Evolution of a Neutron Star From its Birth to Old Age,"To appear in the proceedings of the ECT* Workshop on the Physics of
  Neutron Star Interiors, Trento, Italy, June 2000; 61 pages, 22 figures",Lect.Notes Phys. 578 (2001) 364-423,,,astro-ph nucl-th,,"  The main stages in the evolution of a neutron star, from its birth as a
proto-neutron star, to its old age as a cold, catalyzed configuration, are
described. A proto-neutron star is formed in the aftermath of a successful
supernova explosion and its evolution is dominated by neutrino diffusion. Its
neutrino signal is a valuable diagnostic of its internal structure and
composition. During its transformation from a hot, lepton-rich to a cold,
catalyzed remnant, the possibility exists that it can collapse into a black
hole, which abruptly terminates neutrino emissions. The essential microphysics,
reviewed herein, that controls its evolution are the equation of state of dense
matter and its associated neutrino opacities. Several simulations of the
proto-neutron star evolution, involving different assumptions about the
composition of dense matter, are described. After its evolution into a nearly
isothermal neutron star a hundred or so years after its birth, it may be
observable through its thermal emission in X-rays during its life in the next
million years. Its surface temperature will depend upon the rapidity of
neutrino emission processes in its core, which depends on the composition of
dense matter and whether or not its constituents exhibit superfluidity and
superconductivity. Observations of thermal emission offer the best hope of a
determination of the radius of a neutron star. The implications for the
underlying dense matter equation of state of an accurate radius determination
are explored.
",v1,"Wed, 6 Dec 2000 17:03:20 GMT",,,23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012137,Eurico Covas,"Eurico Covas, Reza Tavakol and David Moss","Dynamical variations of the differential rotation in the solar
  convection zone","14 pages, 30 figures, submitted to Astronomy and Astrophysics, also
  available at http://www.eurico.web.com",,10.1051/0004-6361:20010345,,astro-ph,,"  Recent analyses of helioseismological observations seem to suggest the
presence of two new phenomena connected with the dynamics of the solar
convective zone. Firstly, there are present torsional oscillations with periods
of about 11 years, which penetrate significantly into the solar convection zone
and secondly, oscillatory regimes exist near the base of the convection which
are markedly different from those observed near the top, having either
significantly reduced periods or being non-periodic.
  Recently spatiotemporal fragmentation/bifurcation has been proposed as a
possible dynamical mechanism to account for such observed multi-mode behaviours
in different parts of the solar convection zone. Evidence for this scenario was
produced in the context of an axisymmetric mean field dynamo model operating in
a spherical shell, with a semi-open outer boundary condition and a zero order
angular velocity obtained by the inversion of the MDI data, in which the only
nonlinearity was the action of the Lorentz force of the dynamo generated
magnetic field on the solar angular velocity.
  Here we make a detailed study of the robustness of this model with respect to
plausible changes to its main ingredients, including changes to the alpha and
eta profiles as well as the inclusion of a nonlinear alpha quenching. We find
that spatiotemporal fragmentation is present in this model for different
choices of the rotation data and as the details of the model are varied. Taken
together, these results give strong support to the idea that spatiotemporal
fragmentation is likely to occur in general dynamo settings.
",v1,"Wed, 6 Dec 2000 17:07:06 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012138,Andreas Reisenegger,"Andreas Reisenegger (Pontificia Universidad Catolica de Chile & ITP
  Santa Barbara)","Chemical equilibrium and stable stratification of a multi-component
  fluid: thermodynamics and application to neutron stars","AASTeX, 8 pages, including 1 PS figure. Accepted for publication in
  The Astrophysical Journal",Astrophys.J. 550 (2001) 860-862,10.1086/319823,,astro-ph gr-qc physics.ao-ph physics.flu-dyn,,"  A general thermodynamic argument shows that multi-component matter in full
chemical equilibrium, with uniform entropy per baryon, is generally stably
stratified. This is particularly relevant for neutron stars, in which the
effects of entropy are negligible compared to those of the equilibrium
composition gradient established by weak interactions. It can therefore be
asserted that, regardless of the uncertainties in the equation of state of
dense matter, neutron stars are stably stratified. This has important,
previously discussed consequences for their oscillation modes, magnetic field
evolution, and internal angular momentum transport.
",v1,"Wed, 6 Dec 2000 17:18:47 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012139,Matthew Lilley,"Michael Doran, Matthew Lilley, Jan Schwindt and Christof Wetterich",Quintessence and the Separation of CMB Peaks,Replaced with version to appear in Astrophysical Journal,Astrophys.J. 559 (2001) 501-506,10.1086/322253,HD-THEP-00-61,astro-ph hep-ph,,"  We propose that it should be possible to use the CMB to discriminate between
dark energy models with different equations of state, including distinguishing
a cosmological constant from many models of quintessence. The separation of
peaks in the CMB anisotropies can be parametrised by three quantities: the
amount of quintessence today, the amount at last scattering, and the averaged
equation of state of quintessence. In particular, we show that the CMB peaks
can be used to measure the amount of dark energy present before last
scattering.
",v1,"Wed, 6 Dec 2000 17:49:49 GMT",v2,"Wed, 25 Apr 2001 16:34:46 GMT",31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012140,Kulkarni,"Varsha P. Kulkarni (1 and 2), John M. Hill (1), Glenn Schneider (1),
  Ray J. Weymann (3), Lisa J. Storrie-Lombardi (3 and 4), Marcia J. Rieke (1),
  Rodger I. Thompson (1), Buell T. Jannuzzi (5) ((1) Univ. of Arizona, Steward
  Observatory, (2) Univ. of South Carolina, Dept. of Physics and Astronomy, (3)
  Carnegie Observatories, (4) SIRTF Science Center, Caltech, (5) National
  Optical Astronomy Observatories)","A Search for the Damped Ly-alpha Absorber at z=1.86 toward QSO 1244+3443
  with NICMOS","28 pages, 9 figures. Accepted for publication in The Astrophysical
  Journal. Figures are given at a slightly lower resolution here, to decrease
  file sizes. The higher resolution versions can be found in the ApJ",,10.1086/320079,,astro-ph,,"  We have carried out a high-resolution imaging search for the galaxy
associated with the damped Lyman-alpha (DLA) absorber at z=1.859 toward the
z_{em}=2.48 quasar QSO 1244+3443, using the HST and the NICMOS. Images were
obtained in the broad filter F160W and the narrow filter F187N with camera 2 on
NICMOS with the goal of detecting the rest-frame optical continuum and the
H-alpha line emission from the DLA. After PSF subtraction, two weak features
are seen at projected separations of 0.16-0.24"" from the quasar. Parts of these
features may be associated with the DLA absorber, although we cannot completely
rule out that they could be artifacts of the point spread function (PSF). If
associated with the DLA, the objects would be ~1-2 h_{70}^{-1} kpc in size with
integrated flux densities of 2.5 and 3.3 mu Jy in the F160W filter, implying
luminosities at lambda_{central}=5600 A in the DLA rest frame of 4.4-5.9 x
10^{9} h_{70}^{-2} L_{solar} at z=1.86, for q0=0.5. However, no significant
H-alpha line emission is seen from these objects, suggesting low star formation
rates (SFRs). Our 3 sigma upper limit on the SFR in the DLA is 1.3 h_{70}^{-2}
M_{solar}/yr for q0 = 0.5 (2.4 h_{70}^{-2} M_{solar} yr^{-1} for q0 = 0.1).
This together with our earlier result for LBQS 1210+1731 mark a significant
improvement over previous constraints on the star formation rates of DLAs. A
combination of low SFR and some dust extinction is likely to be responsible for
the lack of H-alpha emission. Alternatively, the objects, may be associated
with the quasar host galaxy. In any case, our observations suggest that the DLA
is not a large bright proto-disk, but a compact object or a low-surface
brightness galaxy. If the two features are PSF artifacts then the constraints
on DLA properties are even more severe.
",v1,"Wed, 6 Dec 2000 17:58:52 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012141,Martin Aaron Bucher,"M Bucher, K Moodley and N Turok (DAMTP, U. of Cambridge)",Constraining Isocurvature Perturbations with CMB Polarization,"4pages, Latex with four eps figures. (Revised 18 Dec 2000. Minor
  typos corrected)",Phys.Rev.Lett. 87 (2001) 191301,10.1103/PhysRevLett.87.191301,,astro-ph,,"  The role of cosmic microwave background (CMB) polarisation data in
constraining the presence of primordial isocurvature modes is examined. While
the MAP satellite mission will be unable to simultaneously constrain
isocurvature modes and cosmological parameters, the PLANCK mission will be able
to set strong limits on the presence of isocurvature modes if it makes a
precise measurement of the CMB polarisation sky. We find that if we allow for
the possible presence of isocurvature modes, the recently obtained BOOMERANG
measurement of the curvature of the universe fails. However, a comparably
sensitive polarisation measurement on the same angular scales will permit a
determination of the curvature of the universe without the prior assumption of
adiabaticity.
",v1,"Wed, 6 Dec 2000 20:44:29 GMT",v2,"Mon, 18 Dec 2000 15:39:01 GMT",31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012142,Joel Wm. Parker,"Joel Wm. Parker, Dennis Zaritsky, Theodore P. Stecher, Jason Harris,
  and Phil Massey","Ultraviolet and Optical Observations of OB Associations and Field Stars
  in the Southwest Region of the Large Magellanic Cloud","16 pages, 10 figures (19 PostScript files), tabular data + header
  file for Table 1 (2 ASCII files). File format is LaTeX/AASTeX v.502 using the
  emulateapj5 preprint style (included). Also available at
  http://www.boulder.swri.edu/~joel/papers.html . To appear in the February
  2001 issue of the Astronomical Journal",,10.1086/318765,,astro-ph,,"  Using photometry from the Ultraviolet Imaging Telescope (UIT) and photometry
and spectroscopy from three ground-based optical datasets we have analyzed the
stellar content of OB associations and field areas in and around the regions N
79, N 81, N 83, and N 94 in the LMC. We compare data for the OB association
Lucke-Hodge 2 (LH 2) to determine how strongly the initial mass function (IMF)
may depend on different photometric reductions and calibrations. We also
correct for the background contribution of field stars, showing the importance
of correcting for field star contamination in determinations of the IMF of star
formation regions. It is possible that even in the case of an universal IMF,
the variability of the density of background stars could be the dominant factor
creating the differences between calculated IMFs for OB associations.
  We have also combined the UIT data with the Magellanic Cloud Photometric
Survey to study the distribution of the candidate O-type stars in the field. We
find a significant fraction, roughly half, of the candidate O-type stars are
found in field regions, far from any obvious OB associations. These stars are
greater than 2 arcmin (30 pc) from the boundaries of existing OB associations
in the region, which is a distance greater than most O-type stars with typical
dispersion velocities will travel in their lifetimes. The origin of these
massive field stars (either as runaways, members of low-density star-forming
regions, or examples of isolated massive star formation) will have to be
determined by further observations and analysis.
",v1,"Wed, 6 Dec 2000 18:21:48 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012143,,P.R. Wozniak (Princeton University Observatory),Difference Image Analysis of the OGLE-II Bulge Data. I. The Method,"submitted to Acta Astronomica, latex, aaspp4, 35 pages (including 9
  figures), minor changes",,,,astro-ph,,"  I present an implementation of the difference image photometry based on the
Alard & Lupton optimal PSF matching algorithm. The most important feature
distinguishing this method from the ones using Fourier divisions is that
equations are solved in real space and the knowledge of each PSF is not
required for determination of the convolution kernel. I evaluate the method and
software on 380 GB of OGLE-II bulge microlensing data obtained in 1997--1999
observing seasons. The error distribution is Gaussian to better than 99% with
the amplitude only 17% above the photon noise limit for faint stars. Over the
entire range of the observed magnitudes the resulting scatter is improved by a
factor of 2--3 compared to DoPhot photometry, currently a standard tool in
microlensing searches. For testing purposes the photometry of ~4600 candidate
variable stars and sample difference image data are provided for BUL_SC1 field.
In the candidate selection process, very few assumptions have been made about
the specific types of flux variations, which makes this data set well suited
for general variability studies, including the development of the
classification schemes.
",v1,"Wed, 6 Dec 2000 20:14:39 GMT",v2,"Sat, 9 Dec 2000 19:18:51 GMT",23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012144,Igor Soszynski,"I. Soszynski, K. Zebrun, P.R. Wozniak, S. Mao, A. Udalski, M.
  Szymanski, M. Kubiak, G. Pietrzynski, O. Szewczyk, L. Wyrzykowski","Optical Gravitational Lensing Experiment. OGLE 2000-BUL-43: A
  Spectacular Ongoing Parallax Microlensing Event. Difference Image Analysis","14 pages (including 7 ps figures and 1 table). Additional data as
  plain text file needed to be downloaded in the source to view. LaTex,
  emulateapj",Astrophys.J. 552 (2001) 731-737,10.1086/320582,,astro-ph,,"  We present the photometry and theoretical models for a Galactic bulge
microlensing event OGLE-2000-BUL-43. The event is very bright with I=13.54 mag,
and has a very long time scale, t_E=156 days. The long time scale and its light
curve deviation from the standard shape strongly suggest that it may be
affected by the parallax effect. We show that OGLE-2000-BUL-43 is the first
discovered microlensing event, in which the parallax distortion is observed
over a period of 2 years. Difference Image Analysis (DIA) using the PSF
matching algorithm of Alard & Lupton enabled photometry accurate to 0.5%. All
photometry obtained with DIA is available electronically. Our analysis
indicates that the viewing condition from a location near Jupiter will be
optimal and can lead to magnifications ~ 50 around January 31, 2001. These
features offer a great promise for resolving the source (a K giant) and
breaking the degeneracy between the lens parameters including the mass of the
lens, if the event is observed with the imaging camera on the Cassini space
probe.
",v1,"Wed, 6 Dec 2000 19:37:57 GMT",v2,"Fri, 5 Jan 2001 12:57:03 GMT",31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012145,Derek Ward-Thompson,"D. Ward-Thompson, P. Andre, O. P. Lay",Observations of YSO Circumstellar Discs,"3 pages. To appear in:IAU Symp 202, eds. Penny, Artymowicz, Lagrange,
  Russell, `Planetary Systems in the Universe'",,,,astro-ph,,"  We present the results of short baseline interferometry observations at
submillimetre wavelengths, using a two-element interferometer comprising the
JCMT and CSO, of circumstellar discs around young YSOs. We model data for the
Class 0 protostar IRAS03282 and the Class I protostar L1709B with discs and
compare them with previously published results. We find evidence for the ratio
of the disc mass to envelope mass to increase as the objects evolve.
",v1,"Wed, 6 Dec 2000 19:41:06 GMT",,,23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012146,Daniel Stern,"Daniel Stern (1), Andrew Connolly (2), Peter Eisenhardt (1), Richard
  Elston (3), Brad Holden (4), Piero Rosati (5), S.A.Stanford (4), Hyron
  Spinrad (6), Paolo Tozzi (7), & K.L. Wu (3) ((1) JPL/Caltech, (2) Univ. of
  Pittsburgh, (3) Univ. of Florida, (4) UC-Davis and IGPP/LLNL, (5) ESO, (6)
  UC-Berkeley, (7) Trieste)",First Results from the SPICES Survey,"5 pages, 2 figures; to appear in the proceedings of the ESO/ECF
  workshop on ""Deep Fields"", 9-12 Oktober 2000, Garching",,10.1007/10854354_14,,astro-ph,,"  We present first results from SPICES, the Spectroscopic, Photometric,
Infrared-Chosen Extragalactic Survey. SPICES is comprised of four ~30 square
arcminute high Galactic latitude fields with deep BRIzJK imaging reaching
depths of ~25th magnitude (AB) in the optical and ~23rd magnitude (AB) in the
near-infrared. To date we have 626 spectroscopic redshifts for
infrared-selected SPICES sources with K<20 (Vega). The project is poised to
address galaxy formation and evolution to redshift z~2. We discuss initial
results from the survey, including the surface density of extremely red objects
and the fraction of infrared sources at z>1. One of the SPICES fields has been
the target of a deep 190 ksec Chandra exposure; we discuss initial results from
analysis of that data set. Finally, we briefly discuss a successful campaign to
identify high-redshift sources in the SPICES fields.
",v1,"Wed, 6 Dec 2000 23:17:40 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012147,Bruce T. Draine,Aigen Li and B.T. Draine (Princeton University),On Ultrasmall Silicate Grains in the Diffuse Interstellar Medium,"Submitted to ApJ Letters, 11 pages, 4 figures, Latex",,10.1086/319640,Princeton Observatory preprint POPe-842,astro-ph,,"  The abundance of both amorphous and crystalline silicates in very small
grains is limited by the fact that the 10 micron silicate emission feature is
not detected in the diffuse ISM. On the basis of the observed IR emission
spectrum for the diffuse ISM, the observed ultraviolet extinction curve, and
the 10 micron silicate absorption profile, we obtain upper limits on the
abundances of ultrasmall (a < 15 Angstrom) amorphous and crystalline silicate
grains.
  Contrary to previous work, as much as ~20% of interstellar Si could be in a <
15 Angstrom silicate grains without violating observational constraints. Not
more than ~5% of the Si can be in crystalline silicates (of any size).
",v1,"Wed, 6 Dec 2000 20:00:20 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012148,Ghezzi Cristian Ricardo,"Cristian R. Ghezzi, Elisabete M. de Gouveia Dal Pino, Jorge E. Horvath","Magnetic field effects on the thermonuclear combustion front of
  Chandrasekhar mass white dwarfs","17 pages, 1 figure, accepted by ApJ Letters",Astrophys.J. 548 (2001) L193-L196,10.1086/319091,,astro-ph physics.comp-ph physics.plasm-ph quant-ph,,"  The explosion of a type Ia supernova starts in a white dwarf as a laminar
deflagration at the center of the star and soon several hydrodynamic
instabilities, in particular, the Rayleigh-Taylor instability, begin to act. A
cellular stationary combustion and a turbulent combustion regime are rapidly
achieved by the flame and maintained up to the end of the so-called flamelet
regime when the transition to detonation is believed to occur. The burning
velocity at these regimes is well described by the fractal model of combustion.
Using a semi-analytic approach, we describe the effect of magnetic fields on
the fractalization of the front considering a white dwarf with a nearly dipolar
magnetic field. We find an intrinsic asymmetry on the velocity field that may
be maintained up to the free expansion phase of the remnant. Considering the
strongest values inferred for a white dwarf's magnetic fields with strengths up
to $10^{8}-10^{9}$ G at the surface and assuming that the field near the centre
is roughly 10 times greater, asymmetries in the velocity field higher than
$10-20 %$ are produced between the magnetic polar and the equatorial axis of
the remnant which may be related to the asymmetries found from recent
spectropolarimetric observations of very young SN Ia remnants. Dependence of
the asymmetry with white dwarf composition is also analyzed.
",v1,"Wed, 6 Dec 2000 20:31:41 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012149,Gary Steigman,"G. Steigman, T. P. Walker, A. Zentner (The Ohio State University)",Global Constraints On Key Cosmological Parameters,"19 pages, 6 figures",,,,astro-ph,,"  Data from Type Ia supernovae, along with X-ray cluster estimates of the
universal baryon fraction and Big Bang Nucleosynthesis (BBN) determinations of
the baryon-to-photon ratio, are used to provide estimates of several global
cosmological parameters at epochs near zero redshift. We show that our estimate
of the present baryon density is in remarkably good agreement with that
inferred from BBN at high redshift, provided the primordial abundance of
deuterium is relatively low and the Universe is flat. We also compare these
estimates to the baryon density at z = 1100 as inferred from the CMB angular
power spectrum.
",v1,"Wed, 6 Dec 2000 21:14:38 GMT",,,23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012150,Andrew E. Dolphin,"Andrew E. Dolphin, A. Saha, Evan D. Skillman, Eline Tolstoy, A. A.
  Cole, R. C. Dohm-Palmer, J. S. Gallagher, Mario Mateo, J. G. Hoessel",Deep HST Imaging of IC 1613. I. Variable Stars and Distance,"To appear in March ApJ 36 pages, 10 figures",Astrophys.J. 550 (2001) 554-569,10.1086/319809,,astro-ph,,"  We present WFPC2 VI photometry of a field in the halo of IC 1613, finding 13
RR Lyraes and 11 Cepheids. Our photometry of the red giant branch tip and red
clump is used to derive distances to IC 1613, which are consistent with each
other and with distances based on the variable stars. We compare these values
with similarly-measured distances for the Magellanic Clouds, and are able to
measure metallicity dependencies of the RR Lyrae and Cepheid distances by
requiring consistent relative distance measurements from the four techniques.
For metallicities of [Fe/H] = -1.3 (RR Lyraes) and -1.0 (Cepheids), we find a
relatively steep slope of 0.34 +/- 0.20 magnitudes per dex for the RR Lyraes
and a shallow slope of -0.07 +/- 0.16 mag/dex for the Cepheids, both values
within the range of theoretical and empirical results in the literature. We
find that a dependence of the red clump absolute magnitude on age, in addition
to metallicity, is required to produce self-consistent relative distances
between IC 1613 and the Magellanic Clouds. Adopting such a red clump
calibration and self-consistent calibrations for the other three distance
indicators, we find that the distances to all three objects are in excellent
agreement. Our best distance modulus to IC 1613 is mu_0 = 24.31 +/- 0.06,
corresponding to a distance of 730 +/- 20 kpc. This distance produces an RR
Lyrae absolute magnitude of MV = 0.61 +/- 0.08.
",v1,"Wed, 6 Dec 2000 23:48:43 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012151,Kyle Dawson,"K.S. Dawson, W.L Holzapfel, J.E. Carlstrom, M. Joy, S.J. LaRoque, E.D.
  Reese","A Preliminary Detection of Arcminute Scale Cosmic Microwave Background
  Anisotropy with the BIMA Array","8 pages, 2 figures, submitted to Astrophysical Journal",,10.1086/320492,,astro-ph,,"  We have used the Berkeley-Illinois-Maryland-Association (BIMA) array
outfitted with sensitive cm-wave receivers to expand our search for arcminute
scale anisotropy of the Cosmic Microwave Background (CMB). The interferometer
was placed in a compact configuration toobtain high brightness sensitivity on
arcminute scales over its 6.6' FWHM field of view. The sensitivity of this
experiment to flat band power peaks at a multipole of l=5530 which corresponds
to an angular scale of ~2'. We present the analysis of a total of 470 hours of
on-source integration time on eleven independent fields which were selected
based on their low IR contrast and lack of bright radio sources. Applying a
Bayesian analysis to the visibility data, we find CMB anisotropy flat band
power Q_flat = 6.1(+2.8/-4.8) microKelvin at 68% confidence. The confidence of
a non- zero signal is 76% and we find an upper limit of Q_flat < 12.4
microKelvin at 95% confidence. We have supplemented our BIMA observations with
concurrent observations at 4.8 GHz with the VLA to search for and remove point
sources. We find the point sources make an insignificant contribution to the
observed anisotropy.
",v1,"Wed, 6 Dec 2000 23:51:44 GMT",v2,"Thu, 7 Dec 2000 00:01:44 GMT",31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
